abbr_last,상권업종대분류코드,상권업종대분류명,상가업소번호,상호명,지점명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,abbr
시흥대로152길,D,소매,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,3,7,5,7,7,7,3,2,0,7,7,7
시흥대로153길,D,소매,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,1,9,9,9,0,8,0,9,9,9
시흥대로158길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
시흥대로160길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,0,2,2,2
시흥대로161가길,D,소매,5,5,0,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,0,5,5,5,0,3,0,5,5,5
시흥대로161길,D,소매,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,0,8,6,8,8,8,3,2,0,8,8,8
시흥대로163길,D,소매,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,3,5,5,5,0,2,0,5,5,5
시흥대로166길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2
시흥대로173길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,1,0,2,2,2
시흥대로175길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,2,0,3,3,3
시흥대로177길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,1,1,0,2,2,2
시흥대로187길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,1,0,4,4,4
시흥대로18길,D,소매,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,0,6,0,6,6,6,0,6,0,6,6,6
시흥대로20길,D,소매,6,6,0,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,0,6,1,6,6,6,1,5,0,6,6,6
시흥대로22길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,5,1,2,0,5,5,5
시흥대로24길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2
시흥대로26길,D,소매,13,13,3,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,9,13,13,13,13,4,13,7,13,13,13,0,8,0,13,13,13
시흥대로27길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,3,0,4,4,4
시흥대로28길,D,소매,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,1,9,9,9,1,3,0,9,9,9
시흥대로2길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2
시흥대로2나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
시흥대로30길,D,소매,12,12,1,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,12,0,12,12,12,2,7,0,12,12,12
시흥대로32길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
시흥대로36길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,3,2,3,3,3,1,1,0,3,3,3
시흥대로38길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
시흥대로39길,D,소매,13,13,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13,13,13,1,13,5,13,13,13,1,7,0,13,13,13
시흥대로40라길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
시흥대로40마길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1
시흥대로41길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,0,6,6,6,0,2,0,6,6,6
시흥대로45길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,0,0,2,2,2
시흥대로47길,D,소매,11,11,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,8,11,11,11,5,5,0,11,11,11
시흥대로48길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,2,2
시흥대로4길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
시흥대로50길,D,소매,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,1,7,7,7,1,3,0,7,7,7
시흥대로51길,D,소매,9,9,2,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,2,9,9,9,3,7,0,9,9,9
시흥대로52길,D,소매,7,7,1,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,0,7,0,7,7,7,0,5,0,7,7,7
시흥대로54길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,1,0,0,3,3,3
시흥대로56길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,3,0,1,0,3,3,3
시흥대로57길,D,소매,3,3,0,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,0,3,3,3
시흥대로58길,D,소매,3,3,0,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,3,0,3,3,3
시흥대로59길,D,소매,8,8,2,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,4,8,8,8,2,7,0,8,8,8
시흥대로61길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
시흥대로62가길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,0,2,2,2,1,1,0,2,2,2
시흥대로62길,D,소매,28,28,0,28,28,28,28,25,25,28,28,28,28,28,28,28,28,28,28,28,28,25,28,28,28,28,0,28,1,28,28,28,0,26,0,28,28,28
시흥대로63길,D,소매,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,0,7,0,8,8,8
시흥대로64길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,0,5,0,5,5,5,0,3,0,5,5,5
시흥대로68길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,1,0,2,2,2
시흥대로72길,D,소매,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,1,1,0,2,2,2
시흥대로73길,D,소매,7,7,2,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,0,7,4,7,7,7,2,4,0,7,7,7
시흥대로76길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,5,0,2,0,5,5,5
시흥대로77길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
시흥대로78길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,3,0,3,3,3,0,1,0,3,3,3
시흥대로80길,D,소매,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,1,8,8,8,3,2,0,8,8,8
시흥대로84가길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,0,0,2,2,2
시흥대로84길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
시흥대로84다길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
시흥대로84마길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
시흥대로88가길,D,소매,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
시흥대로88길,D,소매,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,4,5,5,5,0,1,0,5,5,5
시흥대로90길,D,소매,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,2,8,8,8,0,6,0,8,8,8
시흥대로92길,D,소매,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
시흥대로94길,D,소매,8,8,2,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,0,8,1,8,8,8,0,6,0,8,8,8
시흥대로98길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,0,1,0,2,2,2
식유촌길,D,소매,3,3,0,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,0,3,3,3,0,0,0,3,3,3
신길로,D,소매,78,78,16,78,78,78,78,74,74,78,78,78,78,78,78,78,78,78,78,78,78,50,78,78,78,78,8,78,31,78,78,78,9,43,0,78,78,78
신길로10길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신길로13길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
신길로15길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,0,2,0,5,5,5
신길로15다길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,0,0,4,4,4
신길로16길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
신길로17길,D,소매,3,3,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,3,3,0,1,0,3,3,3
신길로23길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신길로28길,D,소매,8,8,3,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,1,8,7,8,8,8,7,4,0,8,8,8
신길로29길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0,0,3,3,3
신길로38가길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,0,2,2,2
신길로38길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,1,6,6,6,0,6,0,6,6,6
신길로39길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,2,0,4,4,4
신길로41가길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,0,2,2,2
신길로41라길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신길로42가길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,0,0,2,2,2
신길로42길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,2,6,1,6,6,6,1,2,0,6,6,6
신길로45길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신길로54길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,0,2,2,2
신길로60길,D,소매,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,1,7,7,7,0,7,0,7,7,7
신길로60나길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,0,4,2,4,4,4,2,2,0,4,4,4
신길로60다길,D,소매,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,3,0,2,0,3,3,3
신길로60바길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
신길로62가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
신길로62길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,0,2,2,2
신길로8길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
신내로,D,소매,98,98,29,98,98,98,98,96,96,98,98,98,98,98,98,98,98,98,98,98,98,13,98,98,98,98,2,98,87,98,98,98,25,58,0,98,98,98
신내로10길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
신내로12길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
신내로14길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,0,5,2,5,5,5,2,4,0,5,5,5
신내로16길,D,소매,4,4,2,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,1,0,4,4,4
신내로17길,D,소매,5,5,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,3,3,0,5,5,5
신내로18길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,0,1,0,2,2,2
신내로19길,D,소매,11,11,1,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,0,11,11,11,11,11,4,5,0,11,11,11
신내로1길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
신내로21길,D,소매,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,4,3,0,7,7,7
신내로25가길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,2,3,3,3,0,1,0,3,3,3
신내로7가길,D,소매,7,7,2,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,2,7,2,7,7,7,1,2,0,7,7,7
신내로7길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,2,0,3,3,3
신내로7나길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,0,6,4,6,6,6,3,3,0,6,6,6
신내로8길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,0,2,2,2
신내역로,D,소매,18,18,4,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,7,18,18,18,18,0,18,15,18,18,18,10,8,0,18,18,18
신내역로1길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,2,3,0,5,5,5
신내역로3길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,2,4,4,4,0,3,0,4,4,4
신대방11길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
신대방12길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
신대방14가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
신대방16가길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,0,3,3,3,0,0,0,3,3,3
신대방16길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,0,2,2,2
신대방16다길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,0,3,1,3,3,3,0,2,0,3,3,3
신대방1가길,D,소매,17,17,3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,4,17,17,17,17,1,17,13,17,17,17,8,7,0,17,17,17
신대방1길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
신대방1나길,D,소매,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,3,7,7,7,0,4,0,7,7,7
신대방2가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
신대방2길,D,소매,10,10,2,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,2,10,10,10,0,7,0,10,10,10
신대방2나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
신대방3길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,4,4,4,0,2,0,4,4,4
신대방4길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,0,2,2,2
신대방6길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,0,2,2,2,0,0,0,2,2,2
신대방7길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신대방9길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
신대방길,D,소매,25,25,4,25,25,25,25,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,25,1,25,25,25,0,20,0,25,25,25
신도림로,D,소매,37,37,7,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,6,37,37,37,37,2,37,33,37,37,37,16,16,0,37,37,37
신도림로11가길,D,소매,8,8,1,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,0,8,8,8,8,8,4,3,0,8,8,8
신도림로11길,D,소매,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,18,2,18,18,18,0,10,0,18,18,18
신도림로11나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신도림로11다길,D,소매,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,0,6,6,6,0,4,0,6,6,6
신도림로11라길,D,소매,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,1,7,7,7,0,1,0,7,7,7
신도림로13길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
신도림로15길,D,소매,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,0,7,7,7,0,3,0,7,7,7
신도림로19길,D,소매,15,15,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,15,15,15,15,0,15,15,15,15,15,7,7,0,15,15,15
신도림로21길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,2,2,0,3,3,3
신도림로5길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
신도림로7길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
신림동1길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신림동3길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,0,0,2,2,2
신림동5가길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,0,3,3,3
신림동5나길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,0,0,0,3,3,3
신림동7길,D,소매,5,5,0,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,5,0,5,0,5,5,5
신림동길,D,소매,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,3,7,7,7,0,7,0,7,7,7
신림로,D,소매,196,196,65,196,196,196,196,182,182,196,196,196,196,196,196,196,196,196,196,196,196,194,196,196,196,196,10,196,107,196,196,196,1,175,0,196,196,196
신림로11길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,4,0,4,4,4
신림로12길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
신림로14길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
신림로17길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,0,4,4,4,0,2,0,4,4,4
신림로18길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
신림로19길,D,소매,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,0,3,3,3
신림로21길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,3,1,3,3,3,0,2,0,3,3,3
신림로22길,D,소매,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,3,0,3,3,3
신림로23길,D,소매,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,0,6,2,6,6,6,1,4,0,6,6,6
신림로26길,D,소매,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,2,0,2,2,2
신림로28길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,0,0,4,4,4
